cdbguogid,cdbgname,stusab,cdbgty,r/e majority,LMI r/e majority,LMI majority tenure,White LMI majority tenure,Black LMI majority tenure,Minority LMI majority tenure,LMI problems, majority r/e,LMI problems, majority tenure,%white,%black,%other,LMI %owner,White LMI %owner,Black LMI %owner,Minority LMI %owner,LMI %white,LMI %black,All minorities % LMI,White %LMI,Black %LMI,All minorities %LMI,LMI problems %white,LMI problems %owner,LMI problems %white owner,LMI problems %white renter,LMI problems %black owner,LMI problems %black renter,LMI problems %other owner,LMI problems %other renter,All,LMI,LMI owners,LMI renters,White,White LMI,White LMI owners,White LMI renters,Black,Black LMI,Black LMI owners,Black LMI renters,Other,Other LMI,Other LMI owners,Other LMI renters,LMI with severe housing prob,LMI owners with severe housing prob,LMI renters with severe housing prob,White LMI with severe housing prob,White LMI owners with severe housing prob,White LMI renters with severe housing prob,Black LMI with severe housing prob,Black LMI owners with severe housing prob,Black LMI renters with severe housing prob,Other LMI with severe housing prob,Other LMI owners with severe housing prob,Other LMI renters with severe housing prob
60228,Bakersfield,CA,51,minority,minority,renter,renter,renter,renter,minority,renters,44%,7%,49%,39%,49%,20%,34%,34%,9%,66%,29%,55%,46%,29%,30%,11%,18%,1%,9%,17%,42%,152040,58146,22666,35480,67576,19660,9580,10080,10080,5494,1086,4408,74384,32992,12000,20992,29267,8788,20479,8585,3238,5347,3135,429,2706,17547,5121,12426
60234,Baldwin Park,CA,52,minority,minority,renter,owner,renter,renter,minority,renters,5%,2%,93%,49%,66%,27%,48%,5%,1%,95%,54%,55%,62%,2%,39%,1%,1%,0%,1%,38%,59%,19790,12132,5958,6174,1071,575,380,195,313,171,47,124,18406,11386,5531,5855,5924,2325,3599,111,52,59,54,4,50,5759,2269,3490
60288,Bellflower,CA,52,minority,minority,renter,renter,renter,renter,minority,renters,24%,16%,60%,26%,41%,6%,22%,22%,17%,78%,55%,62%,62%,19%,20%,4%,15%,1%,15%,15%,50%,23350,14010,3671,10339,5581,3049,1260,1789,3735,2324,136,2188,14034,8637,2275,6362,7118,1403,5715,1352,269,1083,1187,88,1099,4579,1046,3533
60324,Berkeley,CA,51,white,minority,renter,renter,renter,renter,minority,renters,62%,9%,29%,19%,26%,21%,12%,49%,15%,51%,33%,70%,57%,49%,17%,12%,37%,3%,10%,3%,35%,45515,19060,3595,15465,28444,9247,2387,6860,4098,2888,600,2288,12973,6925,608,6317,10848,1858,8990,5291,1255,4036,1391,287,1104,4166,316,3850
60450,Buena Park,CA,52,minority,minority,renter,owner,renter,renter,minority,renters,30%,4%,66%,37%,53%,6%,32%,23%,5%,77%,42%,63%,58%,18%,29%,6%,12%,0%,5%,22%,55%,20815,11133,4104,7029,6224,2600,1369,1231,838,524,30,494,13753,8009,2705,5304,5608,1599,4009,982,329,653,315,20,295,4311,1250,3061
60456,Burbank,CA,51,white,white,renter,renter,renter,renter,white,renters,63%,3%,34%,25%,27%,3%,21%,64%,3%,36%,44%,42%,43%,65%,21%,15%,51%,0%,3%,6%,25%,41680,18314,4530,13784,26465,11727,3169,8558,1101,467,14,453,14114,6120,1347,4773,10023,2100,7923,6541,1460,5081,338,10,328,3144,630,2514
60516,Camarillo,CA,51,white,white,owner,owner,renter,renter,white,owners,72%,1%,27%,57%,62%,35%,46%,67%,1%,33%,30%,45%,38%,62%,53%,33%,29%,1%,1%,19%,18%,28320,9174,5227,3947,20291,6115,3821,2294,250,113,40,73,7779,2946,1366,1580,4511,2383,2128,2807,1506,1301,63,40,23,1641,837,804
60564,Carlsbad,CA,51,white,white,owner,owner,owner,renter,white,renters,80%,1%,19%,51%,55%,66%,38%,77%,1%,23%,26%,34%,31%,76%,45%,37%,39%,1%,0%,7%,15%,53510,14430,7407,7023,42921,11164,6164,5000,399,134,89,45,10190,3132,1154,1978,7442,3364,4078,5670,2747,2923,114,89,25,1658,528,1130
60594,Carson,CA,51,minority,minority,owner,owner,owner,owner,minority,owners,11%,28%,61%,61%,83%,63%,58%,12%,24%,88%,51%,37%,44%,7%,52%,5%,1%,16%,9%,31%,37%,27980,12430,7594,4836,2952,1501,1253,248,7959,2924,1848,1076,17069,8005,4493,3512,5548,2890,2658,366,298,68,1399,876,523,3783,1716,2067
60624,Cathedral City,CA,52,white,minority,owner,owner,renter,renter,minority,owners,56%,2%,41%,52%,70%,25%,37%,47%,4%,53%,41%,71%,59%,41%,50%,28%,12%,1%,2%,21%,35%,23735,11564,6049,5515,13317,5440,3781,1659,585,413,104,309,9833,5711,2164,3547,5889,2958,2931,2405,1676,729,189,47,142,3295,1235,2060
